filename Total_reads Mapped_read_sexchr Mapped_reads_unknownchr
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04919-L1_S47_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 13260440 493138 1091738
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04920-L1_S48_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12778634 341432 1167942
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04921-L1_S49_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11856015 411042 1174969
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04922-L1_S50_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9267243 329378 875750
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04923-L1_S51_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10654558 372627 1048536
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04924-L1_S52_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11057943 298191 1020963
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04925-L1_S53_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12405614 337924 1126993
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04926-L1_S54_L003_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12887743 465819 1173600
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04927-L1_S55_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 8554296 311424 736497
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04928-L1_S56_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10116605 360990 915374
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04929-L1_S57_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 8770390 223543 900785
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04930-L1_S58_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 13554166 380167 1218668
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04931-L1_S59_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10316307 279784 945491
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04932-L1_S60_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10331985 389063 859719
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04933-L1_S61_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9251030 332999 722785
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04934-L1_S62_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11645225 446127 950676
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04935-L1_S63_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10344705 396666 816391
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04936-L1_S64_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10694079 416855 831178
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04937-L1_S65_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9531051 266945 821729
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04938-L1_S66_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10403425 395795 841882
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04939-L1_S67_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12337101 354647 962366
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04940-L1_S68_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10803122 310725 900878
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04941-L1_S69_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12850407 342755 1207229
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04942-L1_S70_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 7188729 201366 604787
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04943-L1_S71_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10992371 303014 971323
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04944-L1_S72_L004_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 13533121 324761 1419766
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04945-L1_S73_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12192691 279200 1367097
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04946-L1_S74_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11318797 316104 985004
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04947-L1_S75_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10352261 280203 971682
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04948-L1_S76_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11319625 283685 1106012
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04949-L1_S77_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11085648 302463 1000394
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04950-L1_S78_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12320070 338526 1046104
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04951-L1_S79_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 7218033 197072 649376
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04952-L1_S80_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11251408 289308 1075431
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04953-L1_S81_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12457559 329505 1155692
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04954-L1_S82_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9844150 274148 822048
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04955-L1_S83_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10858377 294072 962070
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04956-L1_S84_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11657957 442875 941570
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04957-L1_S85_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11129266 320823 873797
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04958-L1_S86_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10044262 274097 840017
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04959-L1_S87_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10146504 377401 825961
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04960-L1_S88_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10009818 361315 873535
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04961-L1_S89_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9970426 273771 848790
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04962-L1_S90_L005_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10727959 275059 1093683
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04963-L1_S91_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12082475 326968 1052683
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04964-L1_S92_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9586125 376988 700215
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04965-L1_S93_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10924126 307570 898005
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04966-L1_S94_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 8297889 228647 687213
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04967-L1_S95_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9427259 253429 775974
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04968-L1_S96_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10330262 284690 876763
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04969-L1_S97_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12808970 344945 1200361
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04970-L1_S98_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10523510 390926 923896
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04971-L1_S99_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10110256 287166 834244
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04972-L1_S100_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12034606 332421 1091910
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04973-L1_S101_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10274659 282884 847796
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04974-L1_S102_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10607665 298445 891654
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04975-L1_S103_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10723194 402791 868768
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04976-L1_S104_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9309529 263713 767968
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04977-L1_S105_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10564903 402842 892062
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04978-L1_S106_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10021775 372054 908514
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04979-L1_S107_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11417946 320549 1002829
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04980-L1_S108_L006_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11523114 309328 1099601
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04981-L1_S109_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12359162 489629 968756
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04982-L1_S110_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 3385313 100092 267923
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04983-L1_S111_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10841805 425314 882365
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04984-L1_S112_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 15436642 617547 1156990
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04985-L1_S113_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11032307 437879 835716
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04986-L1_S114_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10711152 317620 803645
